svm_linear,0.59,0.59
svm_polynomial,0.7566666666666667,0.72
svm_rbf,1.0,0.975
logistic,0.59,0.59
knn,1.0,0.96
decision_tree,1.0,0.975
random_forest,1.0,0.99
